mobility	selfcare	activity	pain	anxiety	EQ5Dindex
4	1	5	1	4	0.327
4	1	5	1	5	0.288
4	1	5	2	1	0.340
4	1	5	2	2	0.315
4	1	5	2	3	0.308
4	1	5	2	4	0.270
4	1	5	2	5	0.230
4	1	5	3	1	0.326
4	1	5	3	2	0.300
4	1	5	3	3	0.294
4	1	5	3	4	0.255
4	1	5	3	5	0.216
4	1	5	4	1	0.271
4	1	5	4	2	0.245
4	1	5	4	3	0.239
4	1	5	4	4	0.201
4	1	5	4	5	0.161
4	1	5	5	1	0.189
4	1	5	5	2	0.163
4	1	5	5	3	0.157
4	1	5	5	4	0.118
4	1	5	5	5	0.079
4	2	1	1	1	0.544
4	2	1	1	2	0.518
4	2	1	1	3	0.512
4	2	1	1	4	0.410
4	2	1	1	5	0.305
4	2	1	2	1	0.486
4	2	1	2	2	0.461
4	2	1	2	3	0.454
4	2	1	2	4	0.353
4	2	1	2	5	0.247
4	2	1	3	1	0.472
4	2	1	3	2	0.446
4	2	1	3	3	0.440
4	2	1	3	4	0.338
4	2	1	3	5	0.233
4	2	1	4	1	0.366
4	2	1	4	2	0.340
4	2	1	4	3	0.334
4	2	1	4	4	0.257
4	2	1	4	5	0.178
4	2	1	5	1	0.206
4	2	1	5	2	0.180
4	2	1	5	3	0.174
4	2	1	5	4	0.136
4	2	1	5	5	0.096
4	2	2	1	1	0.496
4	2	2	1	2	0.471
4	2	2	1	3	0.464
4	2	2	1	4	0.363
4	2	2	1	5	0.257
4	2	2	2	1	0.439
4	2	2	2	2	0.413
4	2	2	2	3	0.407
4	2	2	2	4	0.305
4	2	2	2	5	0.200
4	2	2	3	1	0.424
4	2	2	3	2	0.399
4	2	2	3	3	0.392
4	2	2	3	4	0.291
4	2	2	3	5	0.185
4	2	2	4	1	0.318
4	2	2	4	2	0.293
4	2	2	4	3	0.286
4	2	2	4	4	0.210
4	2	2	4	5	0.131
4	2	2	5	1	0.158
4	2	2	5	2	0.133
4	2	2	5	3	0.126
4	2	2	5	4	0.088
4	2	2	5	5	0.048
4	2	3	1	1	0.485
4	2	3	1	2	0.459
4	2	3	1	3	0.453
4	2	3	1	4	0.351
4	2	3	1	5	0.246
4	2	3	2	1	0.427
4	2	3	2	2	0.402
4	2	3	2	3	0.395
4	2	3	2	4	0.294
4	2	3	2	5	0.188
4	2	3	3	1	0.413
4	2	3	3	2	0.387
4	2	3	3	3	0.381
4	2	3	3	4	0.279
4	2	3	3	5	0.174
4	2	3	4	1	0.307
4	2	3	4	2	0.281
4	2	3	4	3	0.275
4	2	3	4	4	0.198
4	2	3	4	5	0.119
4	2	3	5	1	0.147
4	2	3	5	2	0.121
4	2	3	5	3	0.115
4	2	3	5	4	0.077
4	2	3	5	5	0.037
4	2	4	1	1	0.423
4	2	4	1	2	0.398
4	2	4	1	3	0.391
4	2	4	1	4	0.310
4	2	4	1	5	0.226
4	2	4	2	1	0.365
4	2	4	2	2	0.340
4	2	4	2	3	0.333
4	2	4	2	4	0.253
4	2	4	2	5	0.169
4	2	4	3	1	0.351
4	2	4	3	2	0.326
4	2	4	3	3	0.319
4	2	4	3	4	0.238
4	2	4	3	5	0.154
4	2	4	4	1	0.262
4	2	4	4	2	0.236
4	2	4	4	3	0.230
4	2	4	4	4	0.166
4	2	4	4	5	0.100
4	2	4	5	1	0.127
4	2	4	5	2	0.102
4	2	4	5	3	0.095
4	2	4	5	4	0.057
4	2	4	5	5	0.017
4	2	5	1	1	0.297
4	2	5	1	2	0.271
4	2	5	1	3	0.265
4	2	5	1	4	0.227
4	2	5	1	5	0.187
4	2	5	2	1	0.239
4	2	5	2	2	0.214
4	2	5	2	3	0.207
4	2	5	2	4	0.169
4	2	5	2	5	0.129
4	2	5	3	1	0.225
4	2	5	3	2	0.199
4	2	5	3	3	0.193
4	2	5	3	4	0.155
4	2	5	3	5	0.115
4	2	5	4	1	0.170
4	2	5	4	2	0.145
4	2	5	4	3	0.138
4	2	5	4	4	0.100
4	2	5	4	5	0.060
4	2	5	5	1	0.088
4	2	5	5	2	0.062
4	2	5	5	3	0.056
4	2	5	5	4	0.018
4	2	5	5	5	-0.022
4	3	1	1	1	0.524
4	3	1	1	2	0.498
4	3	1	1	3	0.492
4	3	1	1	4	0.390
4	3	1	1	5	0.285
4	3	1	2	1	0.466
4	3	1	2	2	0.440
4	3	1	2	3	0.434
4	3	1	2	4	0.332
4	3	1	2	5	0.227
4	3	1	3	1	0.452
4	3	1	3	2	0.426
4	3	1	3	3	0.420
4	3	1	3	4	0.318
4	3	1	3	5	0.213
4	3	1	4	1	0.345
4	3	1	4	2	0.320
4	3	1	4	3	0.313
4	3	1	4	4	0.237
4	3	1	4	5	0.158
4	3	1	5	1	0.186
4	3	1	5	2	0.160
4	3	1	5	3	0.154
4	3	1	5	4	0.115
4	3	1	5	5	0.076
4	3	2	1	1	0.476
4	3	2	1	2	0.451
4	3	2	1	3	0.444
4	3	2	1	4	0.343
4	3	2	1	5	0.237
4	3	2	2	1	0.419
4	3	2	2	2	0.393
4	3	2	2	3	0.387
4	3	2	2	4	0.285
4	3	2	2	5	0.180
4	3	2	3	1	0.404
4	3	2	3	2	0.379
4	3	2	3	3	0.372
4	3	2	3	4	0.271
4	3	2	3	5	0.165
4	3	2	4	1	0.298
4	3	2	4	2	0.273
4	3	2	4	3	0.266
4	3	2	4	4	0.190
4	3	2	4	5	0.111
4	3	2	5	1	0.138
4	3	2	5	2	0.113
4	3	2	5	3	0.106
4	3	2	5	4	0.068
4	3	2	5	5	0.028
4	3	3	1	1	0.465
4	3	3	1	2	0.439
4	3	3	1	3	0.433
4	3	3	1	4	0.331
4	3	3	1	5	0.226
4	3	3	2	1	0.407
4	3	3	2	2	0.381
4	3	3	2	3	0.375
4	3	3	2	4	0.273
4	3	3	2	5	0.168
4	3	3	3	1	0.393
4	3	3	3	2	0.367
4	3	3	3	3	0.361
4	3	3	3	4	0.259
4	3	3	3	5	0.154
4	3	3	4	1	0.286
4	3	3	4	2	0.261
4	3	3	4	3	0.254
4	3	3	4	4	0.178
4	3	3	4	5	0.099
4	3	3	5	1	0.127
4	3	3	5	2	0.101
4	3	3	5	3	0.095
4	3	3	5	4	0.056
4	3	3	5	5	0.017
4	3	4	1	1	0.403
4	3	4	1	2	0.377
4	3	4	1	3	0.371
4	3	4	1	4	0.290
4	3	4	1	5	0.206
4	3	4	2	1	0.345
4	3	4	2	2	0.320
4	3	4	2	3	0.313
4	3	4	2	4	0.232
4	3	4	2	5	0.149
4	3	4	3	1	0.331
4	3	4	3	2	0.305
4	3	4	3	3	0.299
4	3	4	3	4	0.218
4	3	4	3	5	0.134
4	3	4	4	1	0.241
4	3	4	4	2	0.216
4	3	4	4	3	0.209
4	3	4	4	4	0.146
4	3	4	4	5	0.079
4	3	4	5	1	0.107
4	3	4	5	2	0.082
4	3	4	5	3	0.075
4	3	4	5	4	0.037
4	3	4	5	5	-0.003
4	3	5	1	1	0.277
4	3	5	1	2	0.251
4	3	5	1	3	0.245
4	3	5	1	4	0.206
4	3	5	1	5	0.167
4	3	5	2	1	0.219
4	3	5	2	2	0.194
4	3	5	2	3	0.187
4	3	5	2	4	0.149
4	3	5	2	5	0.109
4	3	5	3	1	0.205
4	3	5	3	2	0.179
4	3	5	3	3	0.173
4	3	5	3	4	0.134
4	3	5	3	5	0.095
4	3	5	4	1	0.150
4	3	5	4	2	0.124
4	3	5	4	3	0.118
4	3	5	4	4	0.080
4	3	5	4	5	0.040
4	3	5	5	1	0.068
4	3	5	5	2	0.042
4	3	5	5	3	0.036
4	3	5	5	4	-0.003
4	3	5	5	5	-0.042
4	4	1	1	1	0.463
4	4	1	1	2	0.437
4	4	1	1	3	0.431
4	4	1	1	4	0.345
4	4	1	1	5	0.255
4	4	1	2	1	0.405
4	4	1	2	2	0.380
4	4	1	2	3	0.373
4	4	1	2	4	0.287
4	4	1	2	5	0.197
4	4	1	3	1	0.391
4	4	1	3	2	0.365
4	4	1	3	3	0.359
4	4	1	3	4	0.273
4	4	1	3	5	0.183
4	4	1	4	1	0.297
4	4	1	4	2	0.272
4	4	1	4	3	0.265
4	4	1	4	4	0.198
4	4	1	4	5	0.128
4	4	1	5	1	0.156
4	4	1	5	2	0.131
4	4	1	5	3	0.124
4	4	1	5	4	0.086
4	4	1	5	5	0.046
4	4	2	1	1	0.415
4	4	2	1	2	0.390
4	4	2	1	3	0.383
4	4	2	1	4	0.297
4	4	2	1	5	0.208
4	4	2	2	1	0.358
4	4	2	2	2	0.332
4	4	2	2	3	0.326
4	4	2	2	4	0.240
4	4	2	2	5	0.150
4	4	2	3	1	0.343
4	4	2	3	2	0.318
4	4	2	3	3	0.311
4	4	2	3	4	0.225
4	4	2	3	5	0.136
4	4	2	4	1	0.250
4	4	2	4	2	0.224
4	4	2	4	3	0.218
4	4	2	4	4	0.151
4	4	2	4	5	0.081
4	4	2	5	1	0.109
4	4	2	5	2	0.083
4	4	2	5	3	0.077
4	4	2	5	4	0.039
4	4	2	5	5	-0.001
4	4	3	1	1	0.404
4	4	3	1	2	0.378
4	4	3	1	3	0.372
4	4	3	1	4	0.286
4	4	3	1	5	0.196
4	4	3	2	1	0.346
4	4	3	2	2	0.321
4	4	3	2	3	0.314
4	4	3	2	4	0.228
4	4	3	2	5	0.138
4	4	3	3	1	0.332
4	4	3	3	2	0.306
4	4	3	3	3	0.300
4	4	3	3	4	0.214
4	4	3	3	5	0.124
4	4	3	4	1	0.238
4	4	3	4	2	0.213
4	4	3	4	3	0.206
4	4	3	4	4	0.139
4	4	3	4	5	0.069
4	4	3	5	1	0.097
4	4	3	5	2	0.072
4	4	3	5	3	0.065
4	4	3	5	4	0.027
4	4	3	5	5	-0.013
4	4	4	1	1	0.352
4	4	4	1	2	0.327
4	4	4	1	3	0.320
4	4	4	1	4	0.250
4	4	4	1	5	0.177
4	4	4	2	1	0.295
4	4	4	2	2	0.269
4	4	4	2	3	0.263
4	4	4	2	4	0.192
4	4	4	2	5	0.119
4	4	4	3	1	0.280
4	4	4	3	2	0.255
4	4	4	3	3	0.248
4	4	4	3	4	0.178
4	4	4	3	5	0.105
4	4	4	4	1	0.199
4	4	4	4	2	0.174
4	4	4	4	3	0.167
4	4	4	4	4	0.110
4	4	4	4	5	0.050
4	4	4	5	1	0.078
4	4	4	5	2	0.052
4	4	4	5	3	0.046
4	4	4	5	4	0.008
4	4	4	5	5	-0.032
4	4	5	1	1	0.247
4	4	5	1	2	0.222
4	4	5	1	3	0.215
4	4	5	1	4	0.177
4	4	5	1	5	0.137
4	4	5	2	1	0.189
4	4	5	2	2	0.164
4	4	5	2	3	0.157
4	4	5	2	4	0.119
4	4	5	2	5	0.079
4	4	5	3	1	0.175
4	4	5	3	2	0.150
4	4	5	3	3	0.143
4	4	5	3	4	0.105
4	4	5	3	5	0.065
4	4	5	4	1	0.120
4	4	5	4	2	0.095
4	4	5	4	3	0.088
4	4	5	4	4	0.050
4	4	5	4	5	0.010
4	4	5	5	1	0.038
4	4	5	5	2	0.013
4	4	5	5	3	0.006
4	4	5	5	4	-0.032
4	4	5	5	5	-0.072
4	5	1	1	1	0.274
4	5	1	1	2	0.248
4	5	1	1	3	0.242
4	5	1	1	4	0.203
4	5	1	1	5	0.164
4	5	1	2	1	0.216
4	5	1	2	2	0.191
4	5	1	2	3	0.184
4	5	1	2	4	0.146
4	5	1	2	5	0.106
4	5	1	3	1	0.202
4	5	1	3	2	0.176
4	5	1	3	3	0.170
4	5	1	3	4	0.131
4	5	1	3	5	0.092
4	5	1	4	1	0.147
4	5	1	4	2	0.121
4	5	1	4	3	0.115
4	5	1	4	4	0.077
4	5	1	4	5	0.037
4	5	1	5	1	0.065
4	5	1	5	2	0.039
4	5	1	5	3	0.033
4	5	1	5	4	-0.006
4	5	1	5	5	-0.045
4	5	2	1	1	0.226
4	5	2	1	2	0.201
4	5	2	1	3	0.194
4	5	2	1	4	0.156
4	5	2	1	5	0.116
4	5	2	2	1	0.169
4	5	2	2	2	0.143
4	5	2	2	3	0.137
4	5	2	2	4	0.098
4	5	2	2	5	0.059
4	5	2	3	1	0.154
4	5	2	3	2	0.129
4	5	2	3	3	0.122
4	5	2	3	4	0.084
4	5	2	3	5	0.044
4	5	2	4	1	0.100
4	5	2	4	2	0.074
4	5	2	4	3	0.068
4	5	2	4	4	0.029
4	5	2	4	5	-0.010
4	5	2	5	1	0.017
4	5	2	5	2	-0.008
4	5	2	5	3	-0.015
4	5	2	5	4	-0.053
4	5	2	5	5	-0.093
4	5	3	1	1	0.215
4	5	3	1	2	0.189
4	5	3	1	3	0.183
4	5	3	1	4	0.144
4	5	3	1	5	0.105
4	5	3	2	1	0.157
4	5	3	2	2	0.132
4	5	3	2	3	0.125
4	5	3	2	4	0.087
4	5	3	2	5	0.047
4	5	3	3	1	0.143
4	5	3	3	2	0.117
4	5	3	3	3	0.111
4	5	3	3	4	0.072
4	5	3	3	5	0.033
4	5	3	4	1	0.088
4	5	3	4	2	0.062
4	5	3	4	3	0.056
4	5	3	4	4	0.018
4	5	3	4	5	-0.022
4	5	3	5	1	0.006
4	5	3	5	2	-0.020
4	5	3	5	3	-0.026
4	5	3	5	4	-0.065
4	5	3	5	5	-0.104
4	5	4	1	1	0.195
4	5	4	1	2	0.170
4	5	4	1	3	0.163
4	5	4	1	4	0.125
4	5	4	1	5	0.085
4	5	4	2	1	0.138
4	5	4	2	2	0.112
4	5	4	2	3	0.106
4	5	4	2	4	0.067
4	5	4	2	5	0.028
4	5	4	3	1	0.123
4	5	4	3	2	0.098
4	5	4	3	3	0.091
4	5	4	3	4	0.053
4	5	4	3	5	0.013
4	5	4	4	1	0.068
4	5	4	4	2	0.043
4	5	4	4	3	0.036
4	5	4	4	4	-0.002
4	5	4	4	5	-0.042
4	5	4	5	1	-0.014
4	5	4	5	2	-0.039
4	5	4	5	3	-0.046
4	5	4	5	4	-0.084
4	5	4	5	5	-0.124
4	5	5	1	1	0.156
4	5	5	1	2	0.130
4	5	5	1	3	0.124
4	5	5	1	4	0.085
4	5	5	1	5	0.046
4	5	5	2	1	0.098
4	5	5	2	2	0.073
4	5	5	2	3	0.066
4	5	5	2	4	0.028
4	5	5	2	5	-0.012
4	5	5	3	1	0.084
4	5	5	3	2	0.058
4	5	5	3	3	0.052
4	5	5	3	4	0.013
4	5	5	3	5	-0.026
4	5	5	4	1	0.029
4	5	5	4	2	0.003
4	5	5	4	3	-0.003
4	5	5	4	4	-0.041
4	5	5	4	5	-0.081
4	5	5	5	1	-0.053
4	5	5	5	2	-0.079
4	5	5	5	3	-0.085
4	5	5	5	4	-0.124
4	5	5	5	5	-0.163
5	1	1	1	1	0.227
5	1	1	1	2	0.202
5	1	1	1	3	0.195
5	1	1	1	4	0.157
5	1	1	1	5	0.117
5	1	1	2	1	0.169
5	1	1	2	2	0.144
5	1	1	2	3	0.137
5	1	1	2	4	0.099
5	1	1	2	5	0.059
5	1	1	3	1	0.155
5	1	1	3	2	0.130
5	1	1	3	3	0.123
5	1	1	3	4	0.085
5	1	1	3	5	0.045
5	1	1	4	1	0.100
5	1	1	4	2	0.075
5	1	1	4	3	0.068
5	1	1	4	4	0.030
5	1	1	4	5	-0.010
5	1	1	5	1	0.018
5	1	1	5	2	-0.007
5	1	1	5	3	-0.014
5	1	1	5	4	-0.052
5	1	1	5	5	-0.092
5	1	2	1	1	0.180
5	1	2	1	2	0.154
5	1	2	1	3	0.148
5	1	2	1	4	0.109
5	1	2	1	5	0.070
5	1	2	2	1	0.122
5	1	2	2	2	0.097
5	1	2	2	3	0.090
5	1	2	2	4	0.052
5	1	2	2	5	0.012
5	1	2	3	1	0.108
5	1	2	3	2	0.082
5	1	2	3	3	0.076
5	1	2	3	4	0.037
5	1	2	3	5	-0.002
5	1	2	4	1	0.053
5	1	2	4	2	0.028
5	1	2	4	3	0.021
5	1	2	4	4	-0.017
5	1	2	4	5	-0.057
5	1	2	5	1	-0.029
5	1	2	5	2	-0.055
5	1	2	5	3	-0.061
5	1	2	5	4	-0.100
5	1	2	5	5	-0.139
5	1	3	1	1	0.168
5	1	3	1	2	0.143
5	1	3	1	3	0.136
5	1	3	1	4	0.098
5	1	3	1	5	0.058
5	1	3	2	1	0.110
5	1	3	2	2	0.085
5	1	3	2	3	0.078
5	1	3	2	4	0.040
5	1	3	2	5	0.000
5	1	3	3	1	0.096
5	1	3	3	2	0.071
5	1	3	3	3	0.064
5	1	3	3	4	0.026
5	1	3	3	5	-0.014
5	1	3	4	1	0.041
5	1	3	4	2	0.016
5	1	3	4	3	0.009
5	1	3	4	4	-0.029
5	1	3	4	5	-0.069
5	1	3	5	1	-0.041
5	1	3	5	2	-0.066
5	1	3	5	3	-0.073
5	1	3	5	4	-0.111
5	1	3	5	5	-0.151
5	1	4	1	1	0.149
5	1	4	1	2	0.123
5	1	4	1	3	0.117
5	1	4	1	4	0.078
5	1	4	1	5	0.039
5	1	4	2	1	0.091
5	1	4	2	2	0.066
5	1	4	2	3	0.059
5	1	4	2	4	0.021
5	1	4	2	5	-0.019
5	1	4	3	1	0.077
5	1	4	3	2	0.051
5	1	4	3	3	0.045
5	1	4	3	4	0.006
5	1	4	3	5	-0.033
5	1	4	4	1	0.022
5	1	4	4	2	-0.003
5	1	4	4	3	-0.010
5	1	4	4	4	-0.048
5	1	4	4	5	-0.088
5	1	4	5	1	-0.060
5	1	4	5	2	-0.086
5	1	4	5	3	-0.092
5	1	4	5	4	-0.131
5	1	4	5	5	-0.170
5	1	5	1	1	0.109
5	1	5	1	2	0.084
5	1	5	1	3	0.077
5	1	5	1	4	0.039
5	1	5	1	5	-0.001
5	1	5	2	1	0.051
5	1	5	2	2	0.026
5	1	5	2	3	0.019
5	1	5	2	4	-0.019
5	1	5	2	5	-0.059
5	1	5	3	1	0.037
5	1	5	3	2	0.012
5	1	5	3	3	0.005
5	1	5	3	4	-0.033
5	1	5	3	5	-0.073
5	1	5	4	1	-0.018
5	1	5	4	2	-0.043
5	1	5	4	3	-0.050
5	1	5	4	4	-0.088
5	1	5	4	5	-0.128
5	1	5	5	1	-0.100
5	1	5	5	2	-0.125
5	1	5	5	3	-0.132
5	1	5	5	4	-0.170
5	1	5	5	5	-0.210
5	2	1	1	1	0.126
5	2	1	1	2	0.101
5	2	1	1	3	0.094
5	2	1	1	4	0.056
5	2	1	1	5	0.016
5	2	1	2	1	0.069
5	2	1	2	2	0.043
5	2	1	2	3	0.037
5	2	1	2	4	-0.002
5	2	1	2	5	-0.041
5	2	1	3	1	0.054
5	2	1	3	2	0.029
5	2	1	3	3	0.022
5	2	1	3	4	-0.016
5	2	1	3	5	-0.056
5	2	1	4	1	0.000
5	2	1	4	2	-0.026
5	2	1	4	3	-0.032
5	2	1	4	4	-0.071
5	2	1	4	5	-0.110
5	2	1	5	1	-0.083
5	2	1	5	2	-0.108
5	2	1	5	3	-0.115
5	2	1	5	4	-0.153
5	2	1	5	5	-0.193
5	2	2	1	1	0.079
5	2	2	1	2	0.054
5	2	2	1	3	0.047
5	2	2	1	4	0.009
5	2	2	1	5	-0.031
5	2	2	2	1	0.021
5	2	2	2	2	-0.004
5	2	2	2	3	-0.011
5	2	2	2	4	-0.049
5	2	2	2	5	-0.089
5	2	2	3	1	0.007
5	2	2	3	2	-0.018
5	2	2	3	3	-0.025
5	2	2	3	4	-0.063
5	2	2	3	5	-0.103
5	2	2	4	1	-0.048
5	2	2	4	2	-0.073
5	2	2	4	3	-0.080
5	2	2	4	4	-0.118
5	2	2	4	5	-0.158
5	2	2	5	1	-0.130
5	2	2	5	2	-0.155
5	2	2	5	3	-0.162
5	2	2	5	4	-0.200
5	2	2	5	5	-0.240
5	2	3	1	1	0.067
5	2	3	1	2	0.042
5	2	3	1	3	0.035
5	2	3	1	4	-0.003
5	2	3	1	5	-0.043
5	2	3	2	1	0.010
5	2	3	2	2	-0.016
5	2	3	2	3	-0.022
5	2	3	2	4	-0.061
5	2	3	2	5	-0.100
5	2	3	3	1	-0.005
5	2	3	3	2	-0.030
5	2	3	3	3	-0.037
5	2	3	3	4	-0.075
5	2	3	3	5	-0.115
5	2	3	4	1	-0.059
5	2	3	4	2	-0.085
5	2	3	4	3	-0.091
5	2	3	4	4	-0.130
5	2	3	4	5	-0.169
5	2	3	5	1	-0.142
5	2	3	5	2	-0.167
5	2	3	5	3	-0.174
5	2	3	5	4	-0.212
5	2	3	5	5	-0.252
5	2	4	1	1	0.048
5	2	4	1	2	0.022
5	2	4	1	3	0.016
5	2	4	1	4	-0.022
5	2	4	1	5	-0.062
5	2	4	2	1	-0.010
5	2	4	2	2	-0.035
5	2	4	2	3	-0.042
5	2	4	2	4	-0.080
5	2	4	2	5	-0.120
5	2	4	3	1	-0.024
5	2	4	3	2	-0.050
5	2	4	3	3	-0.056
5	2	4	3	4	-0.094
5	2	4	3	5	-0.134
5	2	4	4	1	-0.079
5	2	4	4	2	-0.104
5	2	4	4	3	-0.111
5	2	4	4	4	-0.149
5	2	4	4	5	-0.189
5	2	4	5	1	-0.161
5	2	4	5	2	-0.187
5	2	4	5	3	-0.193
5	2	4	5	4	-0.231
5	2	4	5	5	-0.271
5	2	5	1	1	0.008
5	2	5	1	2	-0.017
5	2	5	1	3	-0.024
5	2	5	1	4	-0.062
5	2	5	1	5	-0.102
5	2	5	2	1	-0.049
5	2	5	2	2	-0.075
5	2	5	2	3	-0.081
5	2	5	2	4	-0.120
5	2	5	2	5	-0.159
5	2	5	3	1	-0.064
5	2	5	3	2	-0.089
5	2	5	3	3	-0.096
5	2	5	3	4	-0.134
5	2	5	3	5	-0.174
5	2	5	4	1	-0.118
5	2	5	4	2	-0.144
5	2	5	4	3	-0.150
5	2	5	4	4	-0.189
5	2	5	4	5	-0.228
5	2	5	5	1	-0.201
5	2	5	5	2	-0.226
5	2	5	5	3	-0.233
5	2	5	5	4	-0.271
5	2	5	5	5	-0.311
5	3	1	1	1	0.106
5	3	1	1	2	0.081
5	3	1	1	3	0.074
5	3	1	1	4	0.036
5	3	1	1	5	-0.004
5	3	1	2	1	0.048
5	3	1	2	2	0.023
5	3	1	2	3	0.016
5	3	1	2	4	-0.022
5	3	1	2	5	-0.062
5	3	1	3	1	0.034
5	3	1	3	2	0.009
5	3	1	3	3	0.002
5	3	1	3	4	-0.036
5	3	1	3	5	-0.076
5	3	1	4	1	-0.021
5	3	1	4	2	-0.046
5	3	1	4	3	-0.053
5	3	1	4	4	-0.091
5	3	1	4	5	-0.131
5	3	1	5	1	-0.103
5	3	1	5	2	-0.128
5	3	1	5	3	-0.135
5	3	1	5	4	-0.173
5	3	1	5	5	-0.213
5	3	2	1	1	0.059
5	3	2	1	2	0.033
5	3	2	1	3	0.027
5	3	2	1	4	-0.012
5	3	2	1	5	-0.051
5	3	2	2	1	0.001
5	3	2	2	2	-0.024
5	3	2	2	3	-0.031
5	3	2	2	4	-0.069
5	3	2	2	5	-0.109
5	3	2	3	1	-0.013
5	3	2	3	2	-0.039
5	3	2	3	3	-0.045
5	3	2	3	4	-0.084
5	3	2	3	5	-0.123
5	3	2	4	1	-0.068
5	3	2	4	2	-0.093
5	3	2	4	3	-0.100
5	3	2	4	4	-0.138
5	3	2	4	5	-0.178
5	3	2	5	1	-0.150
5	3	2	5	2	-0.176
5	3	2	5	3	-0.182
5	3	2	5	4	-0.221
5	3	2	5	5	-0.260
5	3	3	1	1	0.047
5	3	3	1	2	0.022
5	3	3	1	3	0.015
5	3	3	1	4	-0.023
5	3	3	1	5	-0.063
5	3	3	2	1	-0.011
5	3	3	2	2	-0.036
5	3	3	2	3	-0.043
5	3	3	2	4	-0.081
5	3	3	2	5	-0.121
5	3	3	3	1	-0.025
5	3	3	3	2	-0.050
5	3	3	3	3	-0.057
5	3	3	3	4	-0.095
5	3	3	3	5	-0.135
5	3	3	4	1	-0.080
5	3	3	4	2	-0.105
5	3	3	4	3	-0.112
5	3	3	4	4	-0.150
5	3	3	4	5	-0.190
5	3	3	5	1	-0.162
5	3	3	5	2	-0.187
5	3	3	5	3	-0.194
5	3	3	5	4	-0.232
5	3	3	5	5	-0.272
5	3	4	1	1	0.028
5	3	4	1	2	0.002
5	3	4	1	3	-0.004
5	3	4	1	4	-0.043
5	3	4	1	5	-0.082
5	3	4	2	1	-0.030
5	3	4	2	2	-0.055
5	3	4	2	3	-0.062
5	3	4	2	4	-0.100
5	3	4	2	5	-0.140
5	3	4	3	1	-0.044
5	3	4	3	2	-0.070
5	3	4	3	3	-0.076
5	3	4	3	4	-0.115
5	3	4	3	5	-0.154
5	3	4	4	1	-0.099
5	3	4	4	2	-0.124
5	3	4	4	3	-0.131
5	3	4	4	4	-0.169
5	3	4	4	5	-0.209
5	3	4	5	1	-0.181
5	3	4	5	2	-0.207
5	3	4	5	3	-0.213
5	3	4	5	4	-0.252
5	3	4	5	5	-0.291
5	3	5	1	1	-0.012
5	3	5	1	2	-0.037
5	3	5	1	3	-0.044
5	3	5	1	4	-0.082
5	3	5	1	5	-0.122
5	3	5	2	1	-0.070
5	3	5	2	2	-0.095
5	3	5	2	3	-0.102
5	3	5	2	4	-0.140
5	3	5	2	5	-0.180
5	3	5	3	1	-0.084
5	3	5	3	2	-0.109
5	3	5	3	3	-0.116
5	3	5	3	4	-0.154
5	3	5	3	5	-0.194
5	3	5	4	1	-0.139
5	3	5	4	2	-0.164
5	3	5	4	3	-0.171
5	3	5	4	4	-0.209
5	3	5	4	5	-0.249
5	3	5	5	1	-0.221
5	3	5	5	2	-0.246
5	3	5	5	3	-0.253
5	3	5	5	4	-0.291
5	3	5	5	5	-0.331
5	4	1	1	1	0.077
5	4	1	1	2	0.051
5	4	1	1	3	0.045
5	4	1	1	4	0.006
5	4	1	1	5	-0.033
5	4	1	2	1	0.019
5	4	1	2	2	-0.006
5	4	1	2	3	-0.013
5	4	1	2	4	-0.051
5	4	1	2	5	-0.091
5	4	1	3	1	0.005
5	4	1	3	2	-0.021
5	4	1	3	3	-0.027
5	4	1	3	4	-0.066
5	4	1	3	5	-0.105
5	4	1	4	1	-0.050
5	4	1	4	2	-0.076
5	4	1	4	3	-0.082
5	4	1	4	4	-0.120
5	4	1	4	5	-0.160
5	4	1	5	1	-0.132
5	4	1	5	2	-0.158
5	4	1	5	3	-0.164
5	4	1	5	4	-0.203
5	4	1	5	5	-0.242
5	4	2	1	1	0.029
5	4	2	1	2	0.004
5	4	2	1	3	-0.003
5	4	2	1	4	-0.041
5	4	2	1	5	-0.081
5	4	2	2	1	-0.028
5	4	2	2	2	-0.054
5	4	2	2	3	-0.060
5	4	2	2	4	-0.099
5	4	2	2	5	-0.138
5	4	2	3	1	-0.043
5	4	2	3	2	-0.068
5	4	2	3	3	-0.075
5	4	2	3	4	-0.113
5	4	2	3	5	-0.153
5	4	2	4	1	-0.097
5	4	2	4	2	-0.123
5	4	2	4	3	-0.129
5	4	2	4	4	-0.168
5	4	2	4	5	-0.207
5	4	2	5	1	-0.180
5	4	2	5	2	-0.205
5	4	2	5	3	-0.212
5	4	2	5	4	-0.250
5	4	2	5	5	-0.290
5	4	3	1	1	0.018
5	4	3	1	2	-0.008
5	4	3	1	3	-0.014
5	4	3	1	4	-0.053
5	4	3	1	5	-0.092
5	4	3	2	1	-0.040
5	4	3	2	2	-0.065
5	4	3	2	3	-0.072
5	4	3	2	4	-0.110
5	4	3	2	5	-0.150
5	4	3	3	1	-0.054
5	4	3	3	2	-0.080
5	4	3	3	3	-0.086
5	4	3	3	4	-0.125
5	4	3	3	5	-0.164
5	4	3	4	1	-0.109
5	4	3	4	2	-0.135
5	4	3	4	3	-0.141
5	4	3	4	4	-0.179
5	4	3	4	5	-0.219
5	4	3	5	1	-0.191
5	4	3	5	2	-0.217
5	4	3	5	3	-0.223
5	4	3	5	4	-0.262
5	4	3	5	5	-0.301
