mobility	selfcare	activity	pain	anxiety	EQ5Dindex
2	3	5	2	4	0.193
2	3	5	2	5	0.153
2	3	5	3	1	0.248
2	3	5	3	2	0.223
2	3	5	3	3	0.216
2	3	5	3	4	0.178
2	3	5	3	5	0.138
2	3	5	4	1	0.194
2	3	5	4	2	0.168
2	3	5	4	3	0.162
2	3	5	4	4	0.123
2	3	5	4	5	0.084
2	3	5	5	1	0.111
2	3	5	5	2	0.086
2	3	5	5	3	0.079
2	3	5	5	4	0.041
2	3	5	5	5	0.001
2	4	1	1	1	0.514
2	4	1	1	2	0.489
2	4	1	1	3	0.482
2	4	1	1	4	0.392
2	4	1	1	5	0.299
2	4	1	2	1	0.457
2	4	1	2	2	0.431
2	4	1	2	3	0.425
2	4	1	2	4	0.335
2	4	1	2	5	0.241
2	4	1	3	1	0.442
2	4	1	3	2	0.417
2	4	1	3	3	0.410
2	4	1	3	4	0.320
2	4	1	3	5	0.227
2	4	1	4	1	0.346
2	4	1	4	2	0.320
2	4	1	4	3	0.314
2	4	1	4	4	0.244
2	4	1	4	5	0.172
2	4	1	5	1	0.200
2	4	1	5	2	0.175
2	4	1	5	3	0.168
2	4	1	5	4	0.130
2	4	1	5	5	0.090
2	4	2	1	1	0.467
2	4	2	1	2	0.442
2	4	2	1	3	0.435
2	4	2	1	4	0.345
2	4	2	1	5	0.252
2	4	2	2	1	0.409
2	4	2	2	2	0.384
2	4	2	2	3	0.377
2	4	2	2	4	0.287
2	4	2	2	5	0.194
2	4	2	3	1	0.395
2	4	2	3	2	0.370
2	4	2	3	3	0.363
2	4	2	3	4	0.273
2	4	2	3	5	0.180
2	4	2	4	1	0.298
2	4	2	4	2	0.273
2	4	2	4	3	0.266
2	4	2	4	4	0.197
2	4	2	4	5	0.125
2	4	2	5	1	0.153
2	4	2	5	2	0.127
2	4	2	5	3	0.121
2	4	2	5	4	0.082
2	4	2	5	5	0.043
2	4	3	1	1	0.455
2	4	3	1	2	0.430
2	4	3	1	3	0.423
2	4	3	1	4	0.333
2	4	3	1	5	0.240
2	4	3	2	1	0.398
2	4	3	2	2	0.372
2	4	3	2	3	0.366
2	4	3	2	4	0.276
2	4	3	2	5	0.182
2	4	3	3	1	0.383
2	4	3	3	2	0.358
2	4	3	3	3	0.351
2	4	3	3	4	0.261
2	4	3	3	5	0.168
2	4	3	4	1	0.287
2	4	3	4	2	0.261
2	4	3	4	3	0.255
2	4	3	4	4	0.185
2	4	3	4	5	0.113
2	4	3	5	1	0.141
2	4	3	5	2	0.116
2	4	3	5	3	0.109
2	4	3	5	4	0.071
2	4	3	5	5	0.031
2	4	4	1	1	0.401
2	4	4	1	2	0.376
2	4	4	1	3	0.369
2	4	4	1	4	0.296
2	4	4	1	5	0.221
2	4	4	2	1	0.344
2	4	4	2	2	0.318
2	4	4	2	3	0.312
2	4	4	2	4	0.239
2	4	4	2	5	0.163
2	4	4	3	1	0.329
2	4	4	3	2	0.304
2	4	4	3	3	0.297
2	4	4	3	4	0.224
2	4	4	3	5	0.149
2	4	4	4	1	0.246
2	4	4	4	2	0.221
2	4	4	4	3	0.214
2	4	4	4	4	0.155
2	4	4	4	5	0.094
2	4	4	5	1	0.122
2	4	4	5	2	0.096
2	4	4	5	3	0.090
2	4	4	5	4	0.051
2	4	4	5	5	0.012
2	4	5	1	1	0.291
2	4	5	1	2	0.266
2	4	5	1	3	0.259
2	4	5	1	4	0.221
2	4	5	1	5	0.181
2	4	5	2	1	0.233
2	4	5	2	2	0.208
2	4	5	2	3	0.201
2	4	5	2	4	0.163
2	4	5	2	5	0.123
2	4	5	3	1	0.219
2	4	5	3	2	0.194
2	4	5	3	3	0.187
2	4	5	3	4	0.149
2	4	5	3	5	0.109
2	4	5	4	1	0.164
2	4	5	4	2	0.139
2	4	5	4	3	0.132
2	4	5	4	4	0.094
2	4	5	4	5	0.054
2	4	5	5	1	0.082
2	4	5	5	2	0.057
2	4	5	5	3	0.050
2	4	5	5	4	0.012
2	4	5	5	5	-0.028
2	5	1	1	1	0.317
2	5	1	1	2	0.292
2	5	1	1	3	0.285
2	5	1	1	4	0.247
2	5	1	1	5	0.207
2	5	1	2	1	0.260
2	5	1	2	2	0.234
2	5	1	2	3	0.228
2	5	1	2	4	0.190
2	5	1	2	5	0.150
2	5	1	3	1	0.245
2	5	1	3	2	0.220
2	5	1	3	3	0.213
2	5	1	3	4	0.175
2	5	1	3	5	0.135
2	5	1	4	1	0.191
2	5	1	4	2	0.165
2	5	1	4	3	0.159
2	5	1	4	4	0.120
2	5	1	4	5	0.081
2	5	1	5	1	0.108
2	5	1	5	2	0.083
2	5	1	5	3	0.076
2	5	1	5	4	0.038
2	5	1	5	5	-0.002
2	5	2	1	1	0.270
2	5	2	1	2	0.245
2	5	2	1	3	0.238
2	5	2	1	4	0.200
2	5	2	1	5	0.160
2	5	2	2	1	0.212
2	5	2	2	2	0.187
2	5	2	2	3	0.180
2	5	2	2	4	0.142
2	5	2	2	5	0.102
2	5	2	3	1	0.198
2	5	2	3	2	0.173
2	5	2	3	3	0.166
2	5	2	3	4	0.128
2	5	2	3	5	0.088
2	5	2	4	1	0.143
2	5	2	4	2	0.118
2	5	2	4	3	0.111
2	5	2	4	4	0.073
2	5	2	4	5	0.033
2	5	2	5	1	0.061
2	5	2	5	2	0.036
2	5	2	5	3	0.029
2	5	2	5	4	-0.009
2	5	2	5	5	-0.049
2	5	3	1	1	0.258
2	5	3	1	2	0.233
2	5	3	1	3	0.226
2	5	3	1	4	0.188
2	5	3	1	5	0.148
2	5	3	2	1	0.201
2	5	3	2	2	0.175
2	5	3	2	3	0.169
2	5	3	2	4	0.131
2	5	3	2	5	0.091
2	5	3	3	1	0.186
2	5	3	3	2	0.161
2	5	3	3	3	0.154
2	5	3	3	4	0.116
2	5	3	3	5	0.076
2	5	3	4	1	0.132
2	5	3	4	2	0.106
2	5	3	4	3	0.100
2	5	3	4	4	0.061
2	5	3	4	5	0.022
2	5	3	5	1	0.049
2	5	3	5	2	0.024
2	5	3	5	3	0.017
2	5	3	5	4	-0.021
2	5	3	5	5	-0.061
2	5	4	1	1	0.239
2	5	4	1	2	0.214
2	5	4	1	3	0.207
2	5	4	1	4	0.169
2	5	4	1	5	0.129
2	5	4	2	1	0.181
2	5	4	2	2	0.156
2	5	4	2	3	0.149
2	5	4	2	4	0.111
2	5	4	2	5	0.071
2	5	4	3	1	0.167
2	5	4	3	2	0.142
2	5	4	3	3	0.135
2	5	4	3	4	0.097
2	5	4	3	5	0.057
2	5	4	4	1	0.112
2	5	4	4	2	0.087
2	5	4	4	3	0.080
2	5	4	4	4	0.042
2	5	4	4	5	0.002
2	5	4	5	1	0.030
2	5	4	5	2	0.005
2	5	4	5	3	-0.002
2	5	4	5	4	-0.040
2	5	4	5	5	-0.080
2	5	5	1	1	0.199
2	5	5	1	2	0.174
2	5	5	1	3	0.167
2	5	5	1	4	0.129
2	5	5	1	5	0.089
2	5	5	2	1	0.142
2	5	5	2	2	0.116
2	5	5	2	3	0.110
2	5	5	2	4	0.072
2	5	5	2	5	0.032
2	5	5	3	1	0.127
2	5	5	3	2	0.102
2	5	5	3	3	0.095
2	5	5	3	4	0.057
2	5	5	3	5	0.017
2	5	5	4	1	0.073
2	5	5	4	2	0.047
2	5	5	4	3	0.041
2	5	5	4	4	0.002
2	5	5	4	5	-0.037
2	5	5	5	1	-0.010
2	5	5	5	2	-0.035
2	5	5	5	3	-0.042
2	5	5	5	4	-0.080
2	5	5	5	5	-0.120
3	1	1	1	1	0.677
3	1	1	1	2	0.652
3	1	1	1	3	0.645
3	1	1	1	4	0.539
3	1	1	1	5	0.428
3	1	1	2	1	0.619
3	1	1	2	2	0.594
3	1	1	2	3	0.587
3	1	1	2	4	0.481
3	1	1	2	5	0.370
3	1	1	3	1	0.605
3	1	1	3	2	0.580
3	1	1	3	3	0.573
3	1	1	3	4	0.467
3	1	1	3	5	0.356
3	1	1	4	1	0.495
3	1	1	4	2	0.469
3	1	1	4	3	0.463
3	1	1	4	4	0.384
3	1	1	4	5	0.301
3	1	1	5	1	0.329
3	1	1	5	2	0.304
3	1	1	5	3	0.297
3	1	1	5	4	0.259
3	1	1	5	5	0.219
3	1	2	1	1	0.630
3	1	2	1	2	0.604
3	1	2	1	3	0.598
3	1	2	1	4	0.491
3	1	2	1	5	0.381
3	1	2	2	1	0.572
3	1	2	2	2	0.547
3	1	2	2	3	0.540
3	1	2	2	4	0.434
3	1	2	2	5	0.323
3	1	2	3	1	0.558
3	1	2	3	2	0.532
3	1	2	3	3	0.526
3	1	2	3	4	0.419
3	1	2	3	5	0.309
3	1	2	4	1	0.447
3	1	2	4	2	0.422
3	1	2	4	3	0.415
3	1	2	4	4	0.336
3	1	2	4	5	0.254
3	1	2	5	1	0.282
3	1	2	5	2	0.256
3	1	2	5	3	0.250
3	1	2	5	4	0.211
3	1	2	5	5	0.172
3	1	3	1	1	0.618
3	1	3	1	2	0.593
3	1	3	1	3	0.586
3	1	3	1	4	0.480
3	1	3	1	5	0.369
3	1	3	2	1	0.560
3	1	3	2	2	0.535
3	1	3	2	3	0.528
3	1	3	2	4	0.422
3	1	3	2	5	0.311
3	1	3	3	1	0.546
3	1	3	3	2	0.521
3	1	3	3	3	0.514
3	1	3	3	4	0.408
3	1	3	3	5	0.297
3	1	3	4	1	0.436
3	1	3	4	2	0.410
3	1	3	4	3	0.404
3	1	3	4	4	0.325
3	1	3	4	5	0.242
3	1	3	5	1	0.270
3	1	3	5	2	0.245
3	1	3	5	3	0.238
3	1	3	5	4	0.200
3	1	3	5	5	0.160
3	1	4	1	1	0.553
3	1	4	1	2	0.528
3	1	4	1	3	0.521
3	1	4	1	4	0.437
3	1	4	1	5	0.350
3	1	4	2	1	0.495
3	1	4	2	2	0.470
3	1	4	2	3	0.463
3	1	4	2	4	0.379
3	1	4	2	5	0.292
3	1	4	3	1	0.481
3	1	4	3	2	0.456
3	1	4	3	3	0.449
3	1	4	3	4	0.365
3	1	4	3	5	0.278
3	1	4	4	1	0.389
3	1	4	4	2	0.364
3	1	4	4	3	0.357
3	1	4	4	4	0.291
3	1	4	4	5	0.223
3	1	4	5	1	0.251
3	1	4	5	2	0.225
3	1	4	5	3	0.219
3	1	4	5	4	0.180
3	1	4	5	5	0.141
3	1	5	1	1	0.420
3	1	5	1	2	0.395
3	1	5	1	3	0.388
3	1	5	1	4	0.350
3	1	5	1	5	0.310
3	1	5	2	1	0.362
3	1	5	2	2	0.337
3	1	5	2	3	0.330
3	1	5	2	4	0.292
3	1	5	2	5	0.252
3	1	5	3	1	0.348
3	1	5	3	2	0.323
3	1	5	3	3	0.316
3	1	5	3	4	0.278
3	1	5	3	5	0.238
3	1	5	4	1	0.293
3	1	5	4	2	0.268
3	1	5	4	3	0.261
3	1	5	4	4	0.223
3	1	5	4	5	0.183
3	1	5	5	1	0.211
3	1	5	5	2	0.186
3	1	5	5	3	0.179
3	1	5	5	4	0.141
3	1	5	5	5	0.101
3	2	1	1	1	0.576
3	2	1	1	2	0.551
3	2	1	1	3	0.544
3	2	1	1	4	0.438
3	2	1	1	5	0.327
3	2	1	2	1	0.519
3	2	1	2	2	0.493
3	2	1	2	3	0.487
3	2	1	2	4	0.380
3	2	1	2	5	0.270
3	2	1	3	1	0.504
3	2	1	3	2	0.479
3	2	1	3	3	0.472
3	2	1	3	4	0.366
3	2	1	3	5	0.255
3	2	1	4	1	0.394
3	2	1	4	2	0.369
3	2	1	4	3	0.362
3	2	1	4	4	0.283
3	2	1	4	5	0.201
3	2	1	5	1	0.228
3	2	1	5	2	0.203
3	2	1	5	3	0.196
3	2	1	5	4	0.158
3	2	1	5	5	0.118
3	2	2	1	1	0.529
3	2	2	1	2	0.504
3	2	2	1	3	0.497
3	2	2	1	4	0.390
3	2	2	1	5	0.280
3	2	2	2	1	0.471
3	2	2	2	2	0.446
3	2	2	2	3	0.439
3	2	2	2	4	0.333
3	2	2	2	5	0.222
3	2	2	3	1	0.457
3	2	2	3	2	0.432
3	2	2	3	3	0.425
3	2	2	3	4	0.318
3	2	2	3	5	0.208
3	2	2	4	1	0.347
3	2	2	4	2	0.321
3	2	2	4	3	0.315
3	2	2	4	4	0.235
3	2	2	4	5	0.153
3	2	2	5	1	0.181
3	2	2	5	2	0.156
3	2	2	5	3	0.149
3	2	2	5	4	0.111
3	2	2	5	5	0.071
3	2	3	1	1	0.517
3	2	3	1	2	0.492
3	2	3	1	3	0.485
3	2	3	1	4	0.379
3	2	3	1	5	0.268
3	2	3	2	1	0.460
3	2	3	2	2	0.434
3	2	3	2	3	0.428
3	2	3	2	4	0.321
3	2	3	2	5	0.211
3	2	3	3	1	0.445
3	2	3	3	2	0.420
3	2	3	3	3	0.413
3	2	3	3	4	0.307
3	2	3	3	5	0.196
3	2	3	4	1	0.335
3	2	3	4	2	0.310
3	2	3	4	3	0.303
3	2	3	4	4	0.224
3	2	3	4	5	0.142
3	2	3	5	1	0.169
3	2	3	5	2	0.144
3	2	3	5	3	0.137
3	2	3	5	4	0.099
3	2	3	5	5	0.059
3	2	4	1	1	0.452
3	2	4	1	2	0.427
3	2	4	1	3	0.420
3	2	4	1	4	0.336
3	2	4	1	5	0.249
3	2	4	2	1	0.395
3	2	4	2	2	0.369
3	2	4	2	3	0.363
3	2	4	2	4	0.278
3	2	4	2	5	0.191
3	2	4	3	1	0.380
3	2	4	3	2	0.355
3	2	4	3	3	0.348
3	2	4	3	4	0.264
3	2	4	3	5	0.177
3	2	4	4	1	0.288
3	2	4	4	2	0.263
3	2	4	4	3	0.256
3	2	4	4	4	0.190
3	2	4	4	5	0.122
3	2	4	5	1	0.150
3	2	4	5	2	0.124
3	2	4	5	3	0.118
3	2	4	5	4	0.080
3	2	4	5	5	0.040
3	2	5	1	1	0.319
3	2	5	1	2	0.294
3	2	5	1	3	0.287
3	2	5	1	4	0.249
3	2	5	1	5	0.209
3	2	5	2	1	0.262
3	2	5	2	2	0.236
3	2	5	2	3	0.230
3	2	5	2	4	0.191
3	2	5	2	5	0.152
3	2	5	3	1	0.247
3	2	5	3	2	0.222
3	2	5	3	3	0.215
3	2	5	3	4	0.177
3	2	5	3	5	0.137
3	2	5	4	1	0.193
3	2	5	4	2	0.167
3	2	5	4	3	0.161
3	2	5	4	4	0.122
3	2	5	4	5	0.083
3	2	5	5	1	0.110
3	2	5	5	2	0.085
3	2	5	5	3	0.078
3	2	5	5	4	0.040
3	2	5	5	5	0.000
3	3	1	1	1	0.556
3	3	1	1	2	0.531
3	3	1	1	3	0.524
3	3	1	1	4	0.418
3	3	1	1	5	0.307
3	3	1	2	1	0.498
3	3	1	2	2	0.473
3	3	1	2	3	0.466
3	3	1	2	4	0.360
3	3	1	2	5	0.249
3	3	1	3	1	0.484
3	3	1	3	2	0.459
3	3	1	3	3	0.452
3	3	1	3	4	0.346
3	3	1	3	5	0.235
3	3	1	4	1	0.374
3	3	1	4	2	0.348
3	3	1	4	3	0.342
3	3	1	4	4	0.263
3	3	1	4	5	0.180
3	3	1	5	1	0.208
3	3	1	5	2	0.183
3	3	1	5	3	0.176
3	3	1	5	4	0.138
3	3	1	5	5	0.098
3	3	2	1	1	0.509
3	3	2	1	2	0.483
3	3	2	1	3	0.477
3	3	2	1	4	0.370
3	3	2	1	5	0.260
3	3	2	2	1	0.451
3	3	2	2	2	0.426
3	3	2	2	3	0.419
3	3	2	2	4	0.313
3	3	2	2	5	0.202
3	3	2	3	1	0.437
3	3	2	3	2	0.411
3	3	2	3	3	0.405
3	3	2	3	4	0.298
3	3	2	3	5	0.188
3	3	2	4	1	0.326
3	3	2	4	2	0.301
3	3	2	4	3	0.294
3	3	2	4	4	0.215
3	3	2	4	5	0.133
3	3	2	5	1	0.161
3	3	2	5	2	0.135
3	3	2	5	3	0.129
3	3	2	5	4	0.090
3	3	2	5	5	0.051
3	3	3	1	1	0.497
3	3	3	1	2	0.472
3	3	3	1	3	0.465
3	3	3	1	4	0.359
3	3	3	1	5	0.248
3	3	3	2	1	0.439
3	3	3	2	2	0.414
3	3	3	2	3	0.407
3	3	3	2	4	0.301
3	3	3	2	5	0.190
3	3	3	3	1	0.425
3	3	3	3	2	0.400
3	3	3	3	3	0.393
3	3	3	3	4	0.287
3	3	3	3	5	0.176
3	3	3	4	1	0.315
3	3	3	4	2	0.289
3	3	3	4	3	0.283
3	3	3	4	4	0.204
3	3	3	4	5	0.121
3	3	3	5	1	0.149
3	3	3	5	2	0.124
3	3	3	5	3	0.117
3	3	3	5	4	0.079
3	3	3	5	5	0.039
3	3	4	1	1	0.432
3	3	4	1	2	0.407
3	3	4	1	3	0.400
3	3	4	1	4	0.316
3	3	4	1	5	0.229
3	3	4	2	1	0.374
3	3	4	2	2	0.349
3	3	4	2	3	0.342
3	3	4	2	4	0.258
3	3	4	2	5	0.171
3	3	4	3	1	0.360
3	3	4	3	2	0.335
3	3	4	3	3	0.328
3	3	4	3	4	0.244
3	3	4	3	5	0.157
3	3	4	4	1	0.268
3	3	4	4	2	0.243
3	3	4	4	3	0.236
3	3	4	4	4	0.170
3	3	4	4	5	0.102
3	3	4	5	1	0.130
3	3	4	5	2	0.104
3	3	4	5	3	0.098
3	3	4	5	4	0.059
3	3	4	5	5	0.020
3	3	5	1	1	0.299
3	3	5	1	2	0.274
3	3	5	1	3	0.267
3	3	5	1	4	0.229
3	3	5	1	5	0.189
3	3	5	2	1	0.241
3	3	5	2	2	0.216
3	3	5	2	3	0.209
3	3	5	2	4	0.171
3	3	5	2	5	0.131
3	3	5	3	1	0.227
3	3	5	3	2	0.202
3	3	5	3	3	0.195
3	3	5	3	4	0.157
3	3	5	3	5	0.117
3	3	5	4	1	0.172
3	3	5	4	2	0.147
3	3	5	4	3	0.140
3	3	5	4	4	0.102
3	3	5	4	5	0.062
3	3	5	5	1	0.090
3	3	5	5	2	0.065
3	3	5	5	3	0.058
3	3	5	5	4	0.020
3	3	5	5	5	-0.020
3	4	1	1	1	0.493
3	4	1	1	2	0.467
3	4	1	1	3	0.461
3	4	1	1	4	0.371
3	4	1	1	5	0.278
3	4	1	2	1	0.435
3	4	1	2	2	0.410
3	4	1	2	3	0.403
3	4	1	2	4	0.313
3	4	1	2	5	0.220
3	4	1	3	1	0.421
3	4	1	3	2	0.395
3	4	1	3	3	0.389
3	4	1	3	4	0.299
3	4	1	3	5	0.206
3	4	1	4	1	0.324
3	4	1	4	2	0.299
3	4	1	4	3	0.292
3	4	1	4	4	0.223
3	4	1	4	5	0.151
3	4	1	5	1	0.179
3	4	1	5	2	0.153
3	4	1	5	3	0.147
3	4	1	5	4	0.108
3	4	1	5	5	0.069
3	4	2	1	1	0.445
3	4	2	1	2	0.420
3	4	2	1	3	0.413
3	4	2	1	4	0.324
3	4	2	1	5	0.230
3	4	2	2	1	0.388
3	4	2	2	2	0.362
3	4	2	2	3	0.356
3	4	2	2	4	0.266
3	4	2	2	5	0.173
3	4	2	3	1	0.373
3	4	2	3	2	0.348
3	4	2	3	3	0.341
3	4	2	3	4	0.252
3	4	2	3	5	0.158
3	4	2	4	1	0.277
3	4	2	4	2	0.251
3	4	2	4	3	0.245
3	4	2	4	4	0.175
3	4	2	4	5	0.104
3	4	2	5	1	0.131
3	4	2	5	2	0.106
3	4	2	5	3	0.099
3	4	2	5	4	0.061
3	4	2	5	5	0.021
3	4	3	1	1	0.434
3	4	3	1	2	0.408
3	4	3	1	3	0.402
3	4	3	1	4	0.312
3	4	3	1	5	0.219
3	4	3	2	1	0.376
3	4	3	2	2	0.351
3	4	3	2	3	0.344
3	4	3	2	4	0.254
3	4	3	2	5	0.161
3	4	3	3	1	0.362
3	4	3	3	2	0.336
3	4	3	3	3	0.330
3	4	3	3	4	0.240
3	4	3	3	5	0.147
3	4	3	4	1	0.265
3	4	3	4	2	0.240
3	4	3	4	3	0.233
3	4	3	4	4	0.164
3	4	3	4	5	0.092
3	4	3	5	1	0.120
3	4	3	5	2	0.094
3	4	3	5	3	0.088
3	4	3	5	4	0.049
3	4	3	5	5	0.010
3	4	4	1	1	0.380
3	4	4	1	2	0.354
3	4	4	1	3	0.348
3	4	4	1	4	0.275
3	4	4	1	5	0.199
3	4	4	2	1	0.322
3	4	4	2	2	0.297
3	4	4	2	3	0.290
3	4	4	2	4	0.217
3	4	4	2	5	0.142
3	4	4	3	1	0.308
3	4	4	3	2	0.282
3	4	4	3	3	0.276
3	4	4	3	4	0.203
3	4	4	3	5	0.127
3	4	4	4	1	0.225
3	4	4	4	2	0.200
3	4	4	4	3	0.193
3	4	4	4	4	0.134
3	4	4	4	5	0.072
3	4	4	5	1	0.100
3	4	4	5	2	0.075
3	4	4	5	3	0.068
3	4	4	5	4	0.030
3	4	4	5	5	-0.010
3	4	5	1	1	0.270
3	4	5	1	2	0.244
3	4	5	1	3	0.238
3	4	5	1	4	0.199
3	4	5	1	5	0.160
3	4	5	2	1	0.212
3	4	5	2	2	0.187
3	4	5	2	3	0.180
3	4	5	2	4	0.142
3	4	5	2	5	0.102
3	4	5	3	1	0.198
3	4	5	3	2	0.172
3	4	5	3	3	0.166
3	4	5	3	4	0.127
3	4	5	3	5	0.088
3	4	5	4	1	0.143
3	4	5	4	2	0.117
3	4	5	4	3	0.111
3	4	5	4	4	0.073
3	4	5	4	5	0.033
3	4	5	5	1	0.061
3	4	5	5	2	0.035
3	4	5	5	3	0.029
3	4	5	5	4	-0.010
3	4	5	5	5	-0.049
3	5	1	1	1	0.296
3	5	1	1	2	0.271
3	5	1	1	3	0.264
3	5	1	1	4	0.226
3	5	1	1	5	0.186
3	5	1	2	1	0.238
3	5	1	2	2	0.213
3	5	1	2	3	0.206
3	5	1	2	4	0.168
3	5	1	2	5	0.128
3	5	1	3	1	0.224
3	5	1	3	2	0.199
3	5	1	3	3	0.192
3	5	1	3	4	0.154
3	5	1	3	5	0.114
3	5	1	4	1	0.169
3	5	1	4	2	0.144
3	5	1	4	3	0.137
3	5	1	4	4	0.099
3	5	1	4	5	0.059
3	5	1	5	1	0.087
3	5	1	5	2	0.062
3	5	1	5	3	0.055
3	5	1	5	4	0.017
3	5	1	5	5	-0.023
3	5	2	1	1	0.249
3	5	2	1	2	0.223
3	5	2	1	3	0.217
3	5	2	1	4	0.178
3	5	2	1	5	0.139
3	5	2	2	1	0.191
3	5	2	2	2	0.166
3	5	2	2	3	0.159
3	5	2	2	4	0.121
3	5	2	2	5	0.081
3	5	2	3	1	0.177
3	5	2	3	2	0.151
3	5	2	3	3	0.145
3	5	2	3	4	0.106
3	5	2	3	5	0.067
3	5	2	4	1	0.122
3	5	2	4	2	0.097
3	5	2	4	3	0.090
3	5	2	4	4	0.052
3	5	2	4	5	0.012
3	5	2	5	1	0.040
3	5	2	5	2	0.014
3	5	2	5	3	0.008
3	5	2	5	4	-0.031
3	5	2	5	5	-0.070
3	5	3	1	1	0.237
3	5	3	1	2	0.212
3	5	3	1	3	0.205
3	5	3	1	4	0.167
3	5	3	1	5	0.127
3	5	3	2	1	0.179
3	5	3	2	2	0.154
3	5	3	2	3	0.147
3	5	3	2	4	0.109
3	5	3	2	5	0.069
3	5	3	3	1	0.165
3	5	3	3	2	0.140
3	5	3	3	3	0.133
3	5	3	3	4	0.095
3	5	3	3	5	0.055
3	5	3	4	1	0.110
3	5	3	4	2	0.085
3	5	3	4	3	0.078
3	5	3	4	4	0.040
3	5	3	4	5	0.000
3	5	3	5	1	0.028
3	5	3	5	2	0.003
3	5	3	5	3	-0.004
3	5	3	5	4	-0.042
3	5	3	5	5	-0.082
3	5	4	1	1	0.218
3	5	4	1	2	0.192
3	5	4	1	3	0.186
3	5	4	1	4	0.147
3	5	4	1	5	0.108
3	5	4	2	1	0.160
3	5	4	2	2	0.135
3	5	4	2	3	0.128
3	5	4	2	4	0.090
3	5	4	2	5	0.050
3	5	4	3	1	0.146
3	5	4	3	2	0.120
3	5	4	3	3	0.114
3	5	4	3	4	0.075
3	5	4	3	5	0.036
3	5	4	4	1	0.091
3	5	4	4	2	0.066
3	5	4	4	3	0.059
3	5	4	4	4	0.021
3	5	4	4	5	-0.019
3	5	4	5	1	0.009
3	5	4	5	2	-0.017
3	5	4	5	3	-0.023
3	5	4	5	4	-0.062
3	5	4	5	5	-0.101
3	5	5	1	1	0.178
3	5	5	1	2	0.153
3	5	5	1	3	0.146
3	5	5	1	4	0.108
3	5	5	1	5	0.068
3	5	5	2	1	0.120
3	5	5	2	2	0.095
3	5	5	2	3	0.088
3	5	5	2	4	0.050
3	5	5	2	5	0.010
3	5	5	3	1	0.106
3	5	5	3	2	0.081
3	5	5	3	3	0.074
3	5	5	3	4	0.036
3	5	5	3	5	-0.004
3	5	5	4	1	0.051
3	5	5	4	2	0.026
3	5	5	4	3	0.019
3	5	5	4	4	-0.019
3	5	5	4	5	-0.059
3	5	5	5	1	-0.031
3	5	5	5	2	-0.056
3	5	5	5	3	-0.063
3	5	5	5	4	-0.101
3	5	5	5	5	-0.141
4	1	1	1	1	0.645
4	1	1	1	2	0.619
4	1	1	1	3	0.613
4	1	1	1	4	0.511
4	1	1	1	5	0.406
4	1	1	2	1	0.587
4	1	1	2	2	0.561
4	1	1	2	3	0.555
4	1	1	2	4	0.453
4	1	1	2	5	0.348
4	1	1	3	1	0.573
4	1	1	3	2	0.547
4	1	1	3	3	0.541
4	1	1	3	4	0.439
4	1	1	3	5	0.334
4	1	1	4	1	0.466
4	1	1	4	2	0.441
4	1	1	4	3	0.434
4	1	1	4	4	0.358
4	1	1	4	5	0.279
4	1	1	5	1	0.307
4	1	1	5	2	0.281
4	1	1	5	3	0.275
4	1	1	5	4	0.236
4	1	1	5	5	0.197
4	1	2	1	1	0.597
4	1	2	1	2	0.572
4	1	2	1	3	0.565
4	1	2	1	4	0.464
4	1	2	1	5	0.358
4	1	2	2	1	0.540
4	1	2	2	2	0.514
4	1	2	2	3	0.508
4	1	2	2	4	0.406
4	1	2	2	5	0.301
4	1	2	3	1	0.525
4	1	2	3	2	0.500
4	1	2	3	3	0.493
4	1	2	3	4	0.392
4	1	2	3	5	0.286
4	1	2	4	1	0.419
4	1	2	4	2	0.394
4	1	2	4	3	0.387
4	1	2	4	4	0.311
4	1	2	4	5	0.232
4	1	2	5	1	0.259
4	1	2	5	2	0.234
4	1	2	5	3	0.227
4	1	2	5	4	0.189
4	1	2	5	5	0.149
4	1	3	1	1	0.586
4	1	3	1	2	0.560
4	1	3	1	3	0.554
4	1	3	1	4	0.452
4	1	3	1	5	0.347
4	1	3	2	1	0.528
4	1	3	2	2	0.502
4	1	3	2	3	0.496
4	1	3	2	4	0.394
4	1	3	2	5	0.289
4	1	3	3	1	0.514
4	1	3	3	2	0.488
4	1	3	3	3	0.482
4	1	3	3	4	0.380
4	1	3	3	5	0.275
4	1	3	4	1	0.407
4	1	3	4	2	0.382
4	1	3	4	3	0.375
4	1	3	4	4	0.299
4	1	3	4	5	0.220
4	1	3	5	1	0.248
4	1	3	5	2	0.222
4	1	3	5	3	0.216
4	1	3	5	4	0.177
4	1	3	5	5	0.138
4	1	4	1	1	0.524
4	1	4	1	2	0.498
4	1	4	1	3	0.492
4	1	4	1	4	0.411
4	1	4	1	5	0.327
4	1	4	2	1	0.466
4	1	4	2	2	0.441
4	1	4	2	3	0.434
4	1	4	2	4	0.353
4	1	4	2	5	0.270
4	1	4	3	1	0.452
4	1	4	3	2	0.426
4	1	4	3	3	0.420
4	1	4	3	4	0.339
4	1	4	3	5	0.255
4	1	4	4	1	0.362
4	1	4	4	2	0.337
4	1	4	4	3	0.330
4	1	4	4	4	0.267
4	1	4	4	5	0.200
4	1	4	5	1	0.228
4	1	4	5	2	0.203
4	1	4	5	3	0.196
4	1	4	5	4	0.158
4	1	4	5	5	0.118
4	1	5	1	1	0.398
4	1	5	1	2	0.372
4	1	5	1	3	0.366
